country,code,year,median_daily_income_or_consumption,median_annual_income_consumption
Albania,ALB,1996,7.4193306,1929.025956
Albania,ALB,2002,7.1171546,1850.460196
Albania,ALB,2005,8.300112,2158.02912
Albania,ALB,2008,8.9390335,2324.14871
Albania,ALB,2012,8.768968,2279.93168
Albania,ALB,2014,8.827485,2295.1461
Albania,ALB,2015,10.6873455,2778.70983
Albania,ALB,2016,10.9340105,2842.84273
Albania,ALB,2017,10.84116,2818.7016
Albania,ALB,2018,12.386626,3220.52276
Albania,ALB,2019,12.356349,3212.65074
Albania,ALB,2020,12.838601,3338.03626
Algeria,DZA,1988,6.293222,1636.23772
Algeria,DZA,1995,6.518008,1694.68208
Algeria,DZA,2011,9.114276,2369.71176
Angola,AGO,2000,5.30038,1378.0988
Angola,AGO,2008,5.334158,1386.88108
Angola,AGO,2018,3.8795104,1008.672704
Argentina (urban),,1980,27.129507,7053.67182
Argentina (urban),,1986,27.716042,7206.17092
Argentina (urban),,1987,24.42986,6351.7636
Argentina (urban),,1991,16.51407,4293.6582
Argentina (urban),,1992,17.271112,4490.48912
Argentina (urban),,1993,17.652037,4589.52962
Argentina (urban),,1994,17.068842,4437.89892
Argentina (urban),,1995,15.778318,4102.36268
Argentina (urban),,1996,15.137418,3935.72868
Argentina (urban),,1997,16.209293,4214.41618
Argentina (urban),,1998,14.829559,3855.68534
Argentina (urban),,1999,14.727661,3829.19186
Argentina (urban),,2000,14.007322,3641.90372
Argentina (urban),,2001,12.500795,3250.2067
Argentina (urban),,2002,8.575318,2229.58268
Argentina (urban),,2003,12.644422,3287.54972
Argentina (urban),,2004,14.657603,3810.97678
Argentina (urban),,2005,16.261774,4228.06124
Argentina (urban),,2006,18.578272,4830.35072
Argentina (urban),,2007,19.211332,4994.94632
Argentina (urban),,2008,20.088896,5223.11296
Argentina (urban),,2009,21.472273,5582.79098
Argentina (urban),,2010,22.07074,5738.3924
Argentina (urban),,2011,23.529959,6117.78934
Argentina (urban),,2012,23.87211,6206.7486
Argentina (urban),,2013,24.129427,6273.65102
Argentina (urban),,2014,21.966805,5711.3693
Argentina (urban),,2016,22.814356,5931.73256
Argentina (urban),,2017,24.032763,6248.51838
Argentina (urban),,2018,21.788387,5664.98062
Argentina (urban),,2019,20.6713,5374.538
Argentina (urban),,2020,18.155481,4720.42506
Argentina (urban),,2021,19.55321,5083.8346
Argentina (urban),,2022,18.891396,4911.76296
Argentina,,2023,18.541737,4820.85162
Armenia,ARM,1999,4.5130086,1173.382236
Armenia,ARM,2001,4.3352914,1127.175764
Armenia,ARM,2002,4.5468674,1182.185524
Armenia,ARM,2003,4.790289,1245.47514
Armenia,ARM,2004,5.5517464,1443.454064
Armenia,ARM,2005,6.250577,1625.15002
Armenia,ARM,2006,6.7100363,1744.609438
Armenia,ARM,2007,7.3534274,1911.891124
Armenia,ARM,2008,7.654393,1990.14218
Armenia,ARM,2009,6.8470354,1780.229204
Armenia,ARM,2010,6.8065257,1769.696682
Armenia,ARM,2011,7.1054845,1847.42597
Armenia,ARM,2012,7.325222,1904.55772
Armenia,ARM,2013,7.583237,1971.64162
Armenia,ARM,2014,7.7391677,2012.183602
Armenia,ARM,2015,8.170164,2124.24264
Armenia,ARM,2016,8.863737,2304.57162
Armenia,ARM,2017,8.011298,2082.93748
Armenia,ARM,2018,7.971968,2072.71168
Armenia,ARM,2019,7.717232,2006.48032
Armenia,ARM,2020,7.6085396,1978.220296
Armenia,ARM,2021,7.7493024,2014.818624
Armenia,ARM,2022,7.719168,2006.98368
Armenia,ARM,2023,7.726025,2008.7665
Australia,AUS,1981,35.168285,9143.7541
Australia,AUS,1985,35.588398,9252.98348
Australia,AUS,1989,36.65997,9531.5922
Australia,AUS,1995,33.749374,8774.83724
Australia,AUS,2001,38.27444,9951.3544
Australia,AUS,2003,39.580814,10291.01164
Australia,AUS,2004,43.337273,11267.69098
Australia,AUS,2008,52.49802,13649.4852
Australia,AUS,2010,53.31642,13862.2692
Australia,AUS,2014,56.87762,14788.1812
Australia,AUS,2016,56.544083,14701.46158
Australia,AUS,2018,57.72186,15007.6836
Austria,AUT,1994,53.196686,13831.13836
Austria,AUT,1995,53.111794,13809.06644
Austria,AUT,1996,51.088028,13282.88728
Austria,AUT,1997,51.43359,13372.7334
Austria,AUT,1998,52.055157,13534.34082
Austria,AUT,1999,54.83327,14256.6502
Austria,AUT,2000,53.46281,13900.3306
Austria,AUT,2003,56.889103,14791.16678
Austria,AUT,2004,59.684605,15517.9973
Austria,AUT,2005,57.865967,15045.15142
Austria,AUT,2006,58.128075,15113.2995
Austria,AUT,2007,60.751087,15795.28262
Austria,AUT,2008,62.842266,16338.98916
Austria,AUT,2009,64.20226,16692.5876
Austria,AUT,2010,65.371284,16996.53384
Austria,AUT,2011,63.62007,16541.2182
Austria,AUT,2012,62.673744,16295.17344
Austria,AUT,2013,64.65023,16809.0598
Austria,AUT,2014,64.77157,16840.6082
Austria,AUT,2015,65.393684,17002.35784
Austria,AUT,2016,67.78355,17623.723
Austria,AUT,2017,67.82447,17634.3622
Austria,AUT,2018,67.09029,17443.4754
Austria,AUT,2019,68.55568,17824.4768
Austria,AUT,2020,70.29288,18276.1488
Austria,AUT,2021,69.28788,18014.8488
Austria,AUT,2022,72.676445,18895.8757
Azerbaijan,AZE,1995,5.0028763,1300.747838
Azerbaijan,AZE,2001,5.688616,1479.04016
Azerbaijan,AZE,2002,8.0622635,2096.18851
Azerbaijan,AZE,2003,8.40511,2185.3286
Azerbaijan,AZE,2004,8.458694,2199.26044
Azerbaijan,AZE,2005,9.349519,2430.87494
Bangladesh,BGD,1983,3.0885346,803.018996
Bangladesh,BGD,1985,3.2822175,853.37655
Bangladesh,BGD,1988,2.9631956,770.430856
Bangladesh,BGD,1991,2.9557061,768.483586
Bangladesh,BGD,1995,3.253285,845.8541
Bangladesh,BGD,2000,3.3425155,869.05403
Bangladesh,BGD,2005,3.7180283,966.687358
Bangladesh,BGD,2010,4.074886,1059.47036
Bangladesh,BGD,2016,4.4958982,1168.933532
Bangladesh,BGD,2022,6.0054884,1561.426984
Barbados,BRB,2016,15.490099,4027.42574
Belarus,BLR,1998,3.530649,917.96874
Belarus,BLR,1999,3.8123033,991.198858
Belarus,BLR,2000,4.2452307,1103.759982
Belarus,BLR,2001,5.286056,1374.37456
Belarus,BLR,2002,5.820306,1513.27956
Belarus,BLR,2003,6.113566,1589.52716
Belarus,BLR,2004,6.998197,1819.53122
Belarus,BLR,2005,8.565606,2227.05756
Belarus,BLR,2006,9.8199005,2553.17413
Belarus,BLR,2007,11.076935,2880.0031
Belarus,BLR,2008,11.749794,3054.94644
Belarus,BLR,2009,11.901384,3094.35984
Belarus,BLR,2010,13.147676,3418.39576
Belarus,BLR,2011,13.78349,3583.7074
Belarus,BLR,2012,15.555289,4044.37514
Belarus,BLR,2013,17.132704,4454.50304
Belarus,BLR,2014,17.746912,4614.19712
Belarus,BLR,2015,16.243313,4223.26138
Belarus,BLR,2016,15.514869,4033.86594
Belarus,BLR,2017,15.994223,4158.49798
Belarus,BLR,2018,17.1178,4450.628
Belarus,BLR,2019,18.2747,4751.422
Belarus,BLR,2020,18.385334,4780.18684
Belgium,BEL,1985,35.94146,9344.7796
Belgium,BEL,1988,37.84417,9839.4842
Belgium,BEL,1992,41.070175,10678.2455
Belgium,BEL,1995,47.55007,12363.0182
Belgium,BEL,1997,47.17243,12264.8318
Belgium,BEL,2000,51.401764,13364.45864
Belgium,BEL,2003,50.694218,13180.49668
Belgium,BEL,2004,52.338894,13608.11244
Belgium,BEL,2005,53.15002,13819.0052
Belgium,BEL,2006,53.25091,13845.2366
Belgium,BEL,2007,53.7829,13983.554
Belgium,BEL,2008,54.827045,14255.0317
Belgium,BEL,2009,55.62808,14463.3008
Belgium,BEL,2010,55.914806,14537.84956
Belgium,BEL,2011,55.135868,14335.32568
Belgium,BEL,2012,56.743336,14753.26736
Belgium,BEL,2013,56.779152,14762.57952
Belgium,BEL,2014,56.9095,14796.47
Belgium,BEL,2015,58.561443,15225.97518
Belgium,BEL,2016,57.95664,15068.7264
Belgium,BEL,2017,58.118523,15110.81598
Belgium,BEL,2018,59.440945,15454.6457
Belgium,BEL,2019,61.0438,15871.388
Belgium,BEL,2020,61.521175,15995.5055
Belgium,BEL,2021,63.209538,16434.47988
Belgium,BEL,2022,61.03689,15869.5914
Belize,BLZ,1995,8.638168,2245.92368
Belize,BLZ,2018,14.937734,3883.81084
Benin,BEN,2003,2.1649947,562.898622
Benin,BEN,2011,2.088681,543.05706
Benin,BEN,2015,2.22931,579.6206
Benin,BEN,2018,3.6546443,950.207518
Benin,BEN,2021,4.2000666,1092.017316
Bhutan,BTN,2003,4.8545265,1262.17689
Bhutan,BTN,2007,6.3170033,1642.420858
Bhutan,BTN,2012,8.464354,2200.73204
Bhutan,BTN,2017,9.467806,2461.62956
Bhutan,BTN,2022,15.897972,4133.47272
Bolivia,BOL,1997,8.40879,2186.2854
Bolivia,BOL,1999,7.733987,2010.83662
Bolivia,BOL,2000,6.575484,1709.62584
Bolivia,BOL,2001,7.41622,1928.2172
Bolivia,BOL,2002,7.0487657,1832.679082
Bolivia,BOL,2004,8.427477,2191.14402
Bolivia,BOL,2005,8.427503,2191.15078
Bolivia,BOL,2006,9.353911,2432.01686
Bolivia,BOL,2007,9.839085,2558.1621
Bolivia,BOL,2008,11.382888,2959.55088
Bolivia,BOL,2009,12.865957,3345.14882
Bolivia,BOL,2011,14.537914,3779.85764
Bolivia,BOL,2012,15.029053,3907.55378
Bolivia,BOL,2013,16.14522,4197.7572
Bolivia,BOL,2014,16.025192,4166.54992
Bolivia,BOL,2015,15.803117,4108.81042
Bolivia,BOL,2016,15.5992565,4055.80669
Bolivia,BOL,2017,15.895114,4132.72964
Bolivia,BOL,2018,15.964812,4150.85112
Bolivia,BOL,2019,16.60422,4317.0972
Bolivia,BOL,2020,15.8424,4119.024
Bolivia,BOL,2021,16.851826,4381.47476
Bolivia,BOL,2022,16.41189,4267.0914
Bolivia,BOL,2023,16.84989,4380.9714
Bolivia (urban),,1990,9.0132,2343.432
Bolivia (urban),,1992,6.5328565,1698.54269
Bosnia and Herzegovina,BIH,2001,12.271811,3190.67086
Bosnia and Herzegovina,BIH,2004,17.721966,4607.71116
Bosnia and Herzegovina,BIH,2007,19.653294,5109.85644
Bosnia and Herzegovina,BIH,2011,18.903507,4914.91182
Botswana,BWA,1985,2.9904585,777.51921
Botswana,BWA,1993,3.6356685,945.27381
Botswana,BWA,2002,4.2979746,1117.473396
Botswana,BWA,2009,6.104132,1587.07432
Botswana,BWA,2015,5.834312,1516.92112
Brazil,BRA,1981,4.990563,1297.54638
Brazil,BRA,1982,5.025797,1306.70722
Brazil,BRA,1983,4.1259184,1072.738784
Brazil,BRA,1984,4.1534314,1079.892164
Brazil,BRA,1985,4.7289424,1229.525024
Brazil,BRA,1986,7.9294677,2061.661602
Brazil,BRA,1987,6.0500474,1573.012324
Brazil,BRA,1988,5.671399,1474.56374
Brazil,BRA,1989,6.1056075,1587.45795
Brazil,BRA,1990,5.2624617,1368.240042
Brazil,BRA,1992,5.292223,1375.97798
Brazil,BRA,1993,5.4399867,1414.396542
Brazil,BRA,1995,7.2257648,1878.698848
Brazil,BRA,1996,7.336615,1907.5199
Brazil,BRA,1997,7.256575,1886.7095
Brazil,BRA,1998,7.525867,1956.72542
Brazil,BRA,1999,7.2347584,1881.037184
Brazil,BRA,2001,8.2352295,2141.15967
Brazil,BRA,2002,8.341972,2168.91272
Brazil,BRA,2003,8.113929,2109.62154
Brazil,BRA,2004,8.36491,2174.8766
Brazil,BRA,2005,8.848527,2300.61702
Brazil,BRA,2006,9.639216,2506.19616
Brazil,BRA,2007,10.328,2685.28
Brazil,BRA,2008,11.045473,2871.82298
Brazil,BRA,2009,11.537851,2999.84126
Brazil,BRA,2011,12.704954,3303.28804
Brazil,BRA,2012,13.450412,3497.10712
Brazil,BRA,2013,14.14719,3678.2694
Brazil,BRA,2014,14.63526,3805.1676
Brazil,BRA,2015,14.268029,3709.68754
Brazil,BRA,2016,13.853828,3601.99528
Brazil,BRA,2017,13.9287,3621.462
Brazil,BRA,2018,14.251241,3705.32266
Brazil,BRA,2019,14.706156,3823.60056
Brazil,BRA,2020,15.395068,4002.71768
Brazil,BRA,2021,13.2296295,3439.70367
Brazil,BRA,2022,14.835019,3857.10494
Brazil,BRA,2023,15.739256,4092.20656
Bulgaria,BGR,1992,20.136791,5235.56566
Bulgaria,BGR,2006,10.444282,2715.51332
Bulgaria,BGR,2007,14.138472,3676.00272
Bulgaria,BGR,2008,16.109356,4188.43256
Bulgaria,BGR,2009,16.991888,4417.89088
Bulgaria,BGR,2010,16.019157,4164.98082
Bulgaria,BGR,2011,15.148642,3938.64692
Bulgaria,BGR,2012,15.44379,4015.3854
Bulgaria,BGR,2013,17.239273,4482.21098
Bulgaria,BGR,2014,17.891573,4651.80898
Bulgaria,BGR,2015,17.000065,4420.0169
Bulgaria,BGR,2016,19.452612,5057.67912
Bulgaria,BGR,2017,19.180182,4986.84732
Bulgaria,BGR,2018,21.559816,5605.55216
Bulgaria,BGR,2019,22.930891,5962.03166
Bulgaria,BGR,2020,25.085438,6522.21388
Bulgaria,BGR,2021,25.722982,6687.97532
Bulgaria,BGR,2022,27.593088,7174.20288
Burkina Faso,BFA,1994,1.0346874,269.018724
Burkina Faso,BFA,1998,1.257834,327.03684
Burkina Faso,BFA,2003,2.0460794,531.980644
Burkina Faso,BFA,2009,2.2196999,577.121974
Burkina Faso,BFA,2014,2.6468692,688.185992
Burkina Faso,BFA,2018,3.1177611,810.617886
Burkina Faso,BFA,2021,3.3737285,877.16941
Burundi,BDI,1992,1.6373081,425.700106
Burundi,BDI,1998,1.4016762,364.435812
Burundi,BDI,2006,1.7132936,445.456336
Burundi,BDI,2013,1.9010967,494.285142
Burundi,BDI,2020,2.0074196,521.929096
Cameroon,CMR,1996,2.695691,700.87966
Cameroon,CMR,2001,4.216399,1096.26374
Cameroon,CMR,2007,3.8961246,1012.992396
Cameroon,CMR,2014,4.960679,1289.77654
Cameroon,CMR,2021,4.9854145,1296.20777
Canada,CAN,1971,29.288633,7615.04458
Canada,CAN,1973,33.831764,8796.25864
Canada,CAN,1975,37.903484,9854.90584
Canada,CAN,1977,40.505714,10531.48564
Canada,CAN,1979,42.141174,10956.70524
Canada,CAN,1981,43.881153,11409.09978
Canada,CAN,1982,42.979683,11174.71758
Canada,CAN,1984,43.073723,11199.16798
Canada,CAN,1985,44.21029,11494.6754
Canada,CAN,1986,44.5168,11574.368
Canada,CAN,1987,45.557976,11845.07376
Canada,CAN,1988,46.48085,12085.021
Canada,CAN,1989,47.81169,12431.0394
Canada,CAN,1990,47.73111,12410.0886
Canada,CAN,1991,45.79922,11907.7972
Canada,CAN,1992,46.39669,12063.1394
Canada,CAN,1993,45.06467,11716.8142
Canada,CAN,1994,46.095375,11984.7975
Canada,CAN,1995,46.038464,11970.00064
Canada,CAN,1996,43.35663,11272.7238
Canada,CAN,1997,43.897587,11413.37262
Canada,CAN,1998,45.243168,11763.22368
Canada,CAN,1999,46.823692,12174.15992
Canada,CAN,2000,47.990864,12477.62464
Canada,CAN,2001,49.48147,12865.1822
Canada,CAN,2002,49.809498,12950.46948
Canada,CAN,2003,49.88897,12971.1322
Canada,CAN,2004,51.088825,13283.0945
Canada,CAN,2005,52.5354,13659.204
Canada,CAN,2006,53.015675,13784.0755
Canada,CAN,2007,55.279106,14372.56756
Canada,CAN,2008,56.603653,14716.94978
Canada,CAN,2009,56.854195,14782.0907
Canada,CAN,2010,57.035934,14829.34284
Canada,CAN,2011,57.8741,15047.266
Canada,CAN,2012,58.83639,15297.4614
Canada,CAN,2013,59.908768,15576.27968
Canada,CAN,2014,60.21608,15656.1808
Canada,CAN,2015,60.074802,15619.44852
Canada,CAN,2016,60.26257,15668.2682
Canada,CAN,2017,62.026566,16126.90716
Canada,CAN,2018,62.307426,16199.93076
Canada,CAN,2019,63.01261,16383.2786
Canada,CAN,2020,67.25214,17485.5564
Cape Verde,CPV,2001,3.925944,1020.74544
Cape Verde,CPV,2007,4.894951,1272.68726
Cape Verde,CPV,2015,6.177279,1606.09254
Central African Republic,CAF,1992,0.8477165,220.40629
Central African Republic,CAF,2008,2.0577946,535.026596
Central African Republic,CAF,2021,1.924572,500.38872
Chad,TCD,2003,2.175593,565.65418
Chad,TCD,2011,3.3434746,869.303396
Chad,TCD,2018,3.3932748,882.251448
Chad,TCD,2022,3.66111,951.8886
Chile,CHL,1987,5.848258,1520.54708
Chile,CHL,1990,6.8003564,1768.092664
Chile,CHL,1992,7.690908,1999.63608
Chile,CHL,1994,8.350959,2171.24934
Chile,CHL,1996,9.354178,2432.08628
Chile,CHL,1998,9.928997,2581.53922
Chile,CHL,2000,9.322,2423.72
Chile,CHL,2003,9.497885,2469.4501
Chile,CHL,2006,11.619168,3020.98368
Chile,CHL,2009,12.550535,3263.1391
Chile,CHL,2011,13.443484,3495.30584
Chile,CHL,2013,16.424032,4270.24832
Chile,CHL,2015,17.796,4626.96
Chile,CHL,2017,19.509912,5072.57712
Chile,CHL,2020,19.110287,4968.67462
Chile,CHL,2022,22.83488,5937.0688
China,CHN,1981,1.1372415,295.68279
China,CHN,1984,1.5522991,403.597766
China,CHN,1987,1.8832358,489.641308
China,CHN,1990,1.725827,448.71502
China,CHN,1993,1.8849736,490.093136
China,CHN,1996,2.4672213,641.477538
China,CHN,1999,2.5682042,667.733092
China,CHN,2002,3.1151621,809.942146
China,CHN,2005,4.1398015,1076.34839
China,CHN,2008,5.0240593,1306.255418
China,CHN,2010,5.841287,1518.73462
China,CHN,2011,6.392097,1661.94522
China,CHN,2012,7.0467863,1832.164438
China,CHN,2013,8.0545,2094.17
China,CHN,2014,8.799834,2287.95684
China,CHN,2015,9.484267,2465.90942
China,CHN,2016,10.105901,2627.53426
China,CHN,2017,10.573463,2749.10038
China,CHN,2018,11.334333,2946.92658
China,CHN,2019,11.960918,3109.83868
China,CHN,2020,11.591857,3013.88282
China,CHN,2021,13.392326,3482.00476
China (rural),,1981,1.0147539,263.836014
China (rural),,1984,1.3760108,357.762808
China (rural),,1987,1.6421924,426.970024
China (rural),,1990,1.5065764,391.709864
China (rural),,1993,1.5979651,415.470926
China (rural),,1996,2.0354702,529.222252
China (rural),,1999,1.9952388,518.762088
China (rural),,2002,2.225906,578.73556
China (rural),,2005,2.9789085,774.51621
China (rural),,2008,3.2562833,846.633658
China (rural),,2010,3.610315,938.6819
China (rural),,2011,4.077335,1060.1071
China (rural),,2012,4.433511,1152.71286
China (rural),,2013,5.8000116,1508.003016
China (rural),,2014,6.3934245,1662.29037
China (rural),,2015,6.9155183,1798.034758
China (rural),,2016,7.358402,1913.18452
China (rural),,2017,7.723436,2008.09336
China (rural),,2018,8.47389,2203.2114
China (rural),,2019,9.032823,2348.53398
China (rural),,2020,8.976869,2333.98594
China (rural),,2021,10.674003,2775.24078
China (urban),,1981,2.0243242,526.324292
China (urban),,1984,2.3108544,600.822144
China (urban),,1987,2.7813804,723.158904
China (urban),,1990,2.6989639,701.730614
China (urban),,1993,3.249067,844.75742
China (urban),,1996,3.760853,977.82178
China (urban),,1999,4.287303,1114.69878
China (urban),,2002,5.4408536,1414.621936
China (urban),,2005,6.6645746,1732.789396
China (urban),,2008,8.03135,2088.151
China (urban),,2010,9.178737,2386.47162
China (urban),,2011,9.67254,2514.8604
China (urban),,2012,10.4239,2710.214
China (urban),,2013,11.164105,2902.6673
China (urban),,2014,11.947759,3106.41734
China (urban),,2015,12.601023,3276.26598
China (urban),,2016,13.27206,3450.7356
China (urban),,2017,13.673416,3555.08816
China (urban),,2018,14.328455,3725.3983
China (urban),,2019,14.876908,3867.99608
China (urban),,2020,13.959652,3629.50952
China (urban),,2021,15.710686,4084.77836
Colombia,COL,1992,6.7137938,1745.586388
Colombia,COL,1996,5.6484704,1468.602304
Colombia,COL,1999,5.2025976,1352.675376
Colombia,COL,2000,5.715215,1485.9559
Colombia,COL,2001,4.901493,1274.38818
Colombia,COL,2002,6.094943,1584.68518
Colombia,COL,2003,6.171359,1604.55334
Colombia,COL,2004,6.1861715,1608.40459
Colombia,COL,2005,6.7698426,1760.159076
Colombia,COL,2008,7.609229,1978.39954
Colombia,COL,2009,7.7951317,2026.734242
Colombia,COL,2010,8.290563,2155.54638
Colombia,COL,2011,8.824835,2294.4571
Colombia,COL,2012,9.21615,2396.199
Colombia,COL,2013,9.718353,2526.77178
Colombia,COL,2014,10.174997,2645.49922
Colombia,COL,2015,10.312197,2681.17122
Colombia,COL,2016,10.281497,2673.18922
Colombia,COL,2017,10.349727,2690.92902
Colombia,COL,2018,10.380213,2698.85538
Colombia,COL,2019,10.273426,2671.09076
Colombia,COL,2020,8.672569,2254.86794
Colombia,COL,2021,9.498013,2469.48338
Colombia,COL,2022,10.346999,2690.21974
Colombia,COL,2023,10.950849,2847.22074
Colombia (urban),,1980,5.542933,1441.16258
Colombia (urban),,1988,6.6373725,1725.71685
Colombia (urban),,1989,6.4497,1676.922
Colombia (urban),,1991,6.9657393,1811.092218
Comoros,COM,2004,4.6293383,1203.627958
Comoros,COM,2014,4.3683457,1135.769882
Congo,COG,2005,2.733214,710.63564
Congo,COG,2011,3.7648442,978.859492
Costa Rica,CRI,1981,4.5700245,1188.20637
Costa Rica,CRI,1986,6.075552,1579.64352
Costa Rica,CRI,1989,7.927187,2061.06862
Costa Rica,CRI,1990,8.104961,2107.28986
Costa Rica,CRI,1991,7.3328857,1906.550282
Costa Rica,CRI,1992,7.7377763,2011.821838
Costa Rica,CRI,1993,8.911229,2316.91954
Costa Rica,CRI,1994,9.922919,2579.95894
Costa Rica,CRI,1995,9.643549,2507.32274
Costa Rica,CRI,1996,8.993861,2338.40386
Costa Rica,CRI,1997,9.629192,2503.58992
Costa Rica,CRI,1998,10.603383,2756.87958
Costa Rica,CRI,1999,10.057338,2614.90788
Costa Rica,CRI,2000,10.053187,2613.82862
Costa Rica,CRI,2001,12.365436,3215.01336
Costa Rica,CRI,2002,12.374887,3217.47062
Costa Rica,CRI,2003,12.901104,3354.28704
Costa Rica,CRI,2004,12.243718,3183.36668
Costa Rica,CRI,2005,12.805793,3329.50618
Costa Rica,CRI,2006,12.853898,3342.01348
Costa Rica,CRI,2007,14.182935,3687.5631
Costa Rica,CRI,2008,14.463619,3760.54094
Costa Rica,CRI,2009,15.356438,3992.67388
Costa Rica,CRI,2010,16.277344,4232.10944
Costa Rica,CRI,2011,16.794394,4366.54244
Costa Rica,CRI,2012,17.367077,4515.44002
Costa Rica,CRI,2013,17.25704,4486.8304
Costa Rica,CRI,2014,17.351461,4511.37986
Costa Rica,CRI,2015,17.267906,4489.65556
Costa Rica,CRI,2016,17.980951,4675.04726
Costa Rica,CRI,2017,18.155819,4720.51294
Costa Rica,CRI,2018,18.187916,4728.85816
Costa Rica,CRI,2019,17.787836,4624.83736
Costa Rica,CRI,2020,15.2134905,3955.50753
Costa Rica,CRI,2021,17.451082,4537.28132
Costa Rica,CRI,2022,17.380693,4518.98018
Costa Rica,CRI,2023,18.917614,4918.57964
Costa Rica,CRI,2024,20.924047,5440.25222
Cote d'Ivoire,CIV,1985,6.710549,1744.74274
Cote d'Ivoire,CIV,1986,6.1477485,1598.41461
Cote d'Ivoire,CIV,1987,5.4749985,1423.49961
Cote d'Ivoire,CIV,1988,4.4927497,1168.114922
Cote d'Ivoire,CIV,1992,3.602879,936.74854
Cote d'Ivoire,CIV,1995,3.6285956,943.434856
Cote d'Ivoire,CIV,1998,3.1942797,830.512722
Cote d'Ivoire,CIV,2008,3.1212509,811.525234
Cote d'Ivoire,CIV,2015,3.131147,814.09822
Cote d'Ivoire,CIV,2018,4.7679186,1239.658836
Cote d'Ivoire,CIV,2021,4.754101,1236.06626
Croatia,HRV,1988,23.936182,6223.40732
Croatia,HRV,2009,23.205153,6033.33978
Croatia,HRV,2010,21.417389,5568.52114
Croatia,HRV,2011,20.908205,5436.1333
Croatia,HRV,2012,19.565826,5087.11476
Croatia,HRV,2013,19.67377,5115.1802
Croatia,HRV,2014,20.710875,5384.8275
Croatia,HRV,2015,22.127413,5753.12738
Croatia,HRV,2016,23.864185,6204.6881
Croatia,HRV,2017,25.267962,6569.67012
Croatia,HRV,2018,26.789679,6965.31654
Croatia,HRV,2019,28.790195,7485.4507
Croatia,HRV,2020,29.756685,7736.7381
Croatia,HRV,2021,31.692617,8240.08042
Croatia,HRV,2022,31.619904,8221.17504
Cyprus,CYP,2004,42.289024,10995.14624
Cyprus,CYP,2005,44.786926,11644.60076
Cyprus,CYP,2006,48.644596,12647.59496
Cyprus,CYP,2007,48.912468,12717.24168
Cyprus,CYP,2008,48.210896,12534.83296
Cyprus,CYP,2009,47.100464,12246.12064
Cyprus,CYP,2010,48.076344,12499.84944
Cyprus,CYP,2011,46.912144,12197.15744
Cyprus,CYP,2012,43.392002,11281.92052
Cyprus,CYP,2013,39.827026,10355.02676
Cyprus,CYP,2014,38.67505,10055.513
Cyprus,CYP,2015,40.298626,10477.64276
Cyprus,CYP,2016,41.924973,10900.49298
Cyprus,CYP,2017,44.010777,11442.80202
Cyprus,CYP,2018,45.94975,11946.935
Cyprus,CYP,2019,47.97177,12472.6602
Cyprus,CYP,2020,48.35736,12572.9136
Cyprus,CYP,2021,50.70977,13184.5402
Cyprus,CYP,2022,49.29395,12816.427
Czechia,CZE,1992,19.194328,4990.52528
Czechia,CZE,1993,19.197079,4991.24054
Czechia,CZE,1996,22.678225,5896.3385
Czechia,CZE,2002,25.111355,6528.9523
Czechia,CZE,2004,26.80902,6970.3452
Czechia,CZE,2005,27.730648,7209.96848
Czechia,CZE,2006,29.153849,7580.00074
Czechia,CZE,2007,30.587233,7952.68058
Czechia,CZE,2008,31.225538,8118.63988
Czechia,CZE,2009,31.88747,8290.7422
Czechia,CZE,2010,31.901266,8294.32916
Czechia,CZE,2011,32.208378,8374.17828
Czechia,CZE,2012,31.59261,8214.0786
Czechia,CZE,2013,31.617311,8220.50086
Czechia,CZE,2014,32.2284,8379.384
Czechia,CZE,2015,33.686264,8758.42864
Czechia,CZE,2016,34.69141,9019.7666
Czechia,CZE,2017,35.83474,9317.0324
Czechia,CZE,2018,37.332695,9706.5007
Czechia,CZE,2019,39.111237,10168.92162
Czechia,CZE,2020,39.844265,10359.5089
Czechia,CZE,2021,41.585743,10812.29318
Czechia,CZE,2022,39.480545,10264.9417
Democratic Republic of Congo,COD,2004,0.7963247,207.044422
Democratic Republic of Congo,COD,2012,1.6323957,424.422882
Democratic Republic of Congo,COD,2020,1.316013,342.16338
Denmark,DNK,1987,49.00983,12742.5558
Denmark,DNK,1992,49.106,12767.56
Denmark,DNK,1995,50.81869,13212.8594
Denmark,DNK,2000,53.903194,14014.83044
Denmark,DNK,2003,52.042614,13531.07964
Denmark,DNK,2004,53.368603,13875.83678
Denmark,DNK,2005,53.53167,13918.2342
Denmark,DNK,2006,54.555897,14184.53322
Denmark,DNK,2007,55.439575,14414.2895
Denmark,DNK,2008,55.754395,14496.1427
Denmark,DNK,2009,56.461025,14679.8665
Denmark,DNK,2010,58.269073,15149.95898
Denmark,DNK,2011,56.904606,14795.19756
Denmark,DNK,2012,56.34492,14649.6792
Denmark,DNK,2013,57.3163,14902.238
Denmark,DNK,2014,57.763912,15018.61712
Denmark,DNK,2015,57.89943,15053.8518
Denmark,DNK,2016,59.575207,15489.55382
Denmark,DNK,2017,60.409134,15706.37484
Denmark,DNK,2018,61.72458,16048.3908
Denmark,DNK,2019,61.237568,15921.76768
Denmark,DNK,2020,63.885708,16610.28408
Denmark,DNK,2021,64.64533,16807.7858
Denmark,DNK,2022,61.03367,15868.7542
Djibouti,DJI,2002,4.0830717,1061.598642
